url,status,content_type,bytes,local_path
https://www.ecgsim.org/pictures/horizontaal/IMG_8452.jpg,downloaded,image/jpeg,121731,research\source\www.ecgsim.org\pictures\horizontaal\IMG_8452.jpg
http://www.mbfys.ru.nl,skipped_external,,0,
http://www.ecgsim.org/mail-form.php,downloaded,text/html; charset=UTF-8,1931,research\source\www.ecgsim.org\404.php
https://www.ecgsim.org/downloads/other13/help/adres.gif,downloaded,image/gif,228,research\source\www.ecgsim.org\downloads\other13\help\adres.gif
https://www.ecgsim.org/downloads/other13/help/clipboard.html,downloaded,text/html,1317,research\source\www.ecgsim.org\downloads\other13\help\clipboard.html
https://www.ecgsim.org/downloads/other13/help/transfer.html,downloaded,text/html,3433,research\source\www.ecgsim.org\downloads\other13\help\transfer.html
https://www.ecgsim.org/downloads/other13/help/membrane,downloaded,text/html; charset=UTF-8,1931,research\source\www.ecgsim.org\404.php
https://www.ecgsim.org/downloads/other13/help/ecgs,downloaded,text/html; charset=UTF-8,1931,research\source\www.ecgsim.org\404.php
http://www.ecgsim.org/downloadmcg.html,downloaded,text/html; charset=UTF-8,1931,research\source\www.ecgsim.org\404.php
https://www.ecgsim.org/downloads/other13/help/range.html,downloaded,text/html; charset=UTF-8,1931,research\source\www.ecgsim.org\404.php
http://www.ecgsim.org/downloadalt.html,downloaded,text/html; charset=UTF-8,1931,research\source\www.ecgsim.org\404.php
https://www.ecgsim.org/downloads/other13/help/gpl.html,downloaded,text/html,17349,research\source\www.ecgsim.org\downloads\other13\help\gpl.html
https://www.ecgsim.org/pictures/horizontaal/IMG_8389.jpg,downloaded,image/jpeg,82414,research\source\www.ecgsim.org\pictures\horizontaal\IMG_8389.jpg
http://www.gnu.org/home.html,skipped_external,,0,
